title,genres,budget,revenue,popularity,runtime,vote_average,success,movie_id,perfect_ratio
Movie 321,Thriller,106797503,221057495,22.33,138,8.81,1,53.0,2.069875126200282
Movie 322,Adventure,158725830,346936493,34.26,117,8.6,1,12.0,2.1857595137476995
Movie 323,Animation,144623362,264834731,47.1,148,8.22,1,16.0,1.8312029767362206
Movie 324,Thriller,141071312,324965549,77.56,166,5.53,1,53.0,2.3035551622288732
Movie 325,Comedy,25947744,22138488,91.58,171,7.15,0,35.0,0.8531950985796685
Movie 326,Romance,183708911,189212136,19.72,177,8.42,1,10749.0,1.0299562224284264
Movie 327,N/A,134894603,343554634,92.31,132,8.1,1,N/A,2.546837503943727
Movie 328,Romance,38856186,50758610,69.87,94,5.49,1,10749.0,1.3063199254811062
Movie 329,Adventure,49673237,27679644,61.47,175,3.67,0,12.0,0.5572345526827656
Movie 330,N/A,66293686,58635298,20.78,105,3.45,0,N/A,0.8844778671682247
Movie 331,Comedy,2983509,3159643,6.5,127,6.46,1,35.0,1.0590358534195807
Movie 332,Horror,118556893,343021514,57.28,174,6.86,1,27.0,2.89330721580229
Movie 333,Animation,153516645,296686816,65.5,98,8.1,1,16.0,1.9326035688182217
Movie 334,Thriller,178780965,506276737,21.87,88,4.76,1,53.0,2.831826850246613
Movie 335,Action,78729132,152569844,56.09,143,4.0,1,28.0,1.9379083717066765
Movie 336,Horror,74214389,126044686,85.79,172,5.27,1,27.0,1.6983860906003012
Movie 337,Comedy,134568263,172828607,83.67,133,5.12,1,35.0,1.2843192231737435
Movie 338,Romance,27365210,55166275,92.81,130,3.79,1,10749.0,2.0159273398596245
Movie 339,Animation,193463073,164055730,37.22,118,7.03,0,16.0,0.847995058984719
Movie 340,Adventure,162398036,445888828,32.49,83,6.05,1,12.0,2.7456540669001686
Movie 341,Science Fiction,12326237,31719487,75.19,82,7.33,1,878.0,2.573330936278444
Movie 342,Science Fiction,87343264,113007214,43.68,143,5.12,1,878.0,1.2938286116717599
Movie 343,Romance,62864219,181174290,9.67,108,4.95,1,10749.0,2.8819938095468904
Movie 344,Horror,189652398,486079459,29.0,90,5.84,1,27.0,2.5630019136378124
Movie 345,Drama,34255876,74190253,42.44,176,8.26,1,18.0,2.1657672102736476
Movie 346,Animation,184331835,148277408,29.96,137,3.24,0,16.0,0.804404773597572
Movie 347,Science Fiction,151118204,256233768,33.89,154,7.83,1,878.0,1.6955850534062726
Movie 348,Animation,133166290,235074308,30.08,106,5.21,1,16.0,1.7652688829883298
Movie 349,Thriller,41820227,45223489,5.11,176,8.13,1,53.0,1.081378372240782
Movie 350,Adventure,105436258,73796258,64.07,100,7.81,0,12.0,0.699913477581877
Movie 351,Science Fiction,80688895,197026876,60.13,118,5.09,1,878.0,2.4418090742226672
Movie 352,Horror,88927856,71594716,65.68,174,7.16,0,27.0,0.8050876206888424
Movie 353,Science Fiction,188276799,373866299,20.04,125,3.96,1,878.0,1.9857268712115719
Movie 354,Thriller,13707035,38943371,30.27,145,8.38,1,53.0,2.8411228978404157
Movie 355,N/A,140348125,377573365,62.34,170,5.43,1,N/A,2.6902629800006235
Movie 356,Comedy,71560220,85470207,60.36,115,5.73,1,35.0,1.1943815572394831
Movie 357,Drama,127960685,336360219,51.13,154,7.23,1,18.0,2.628621587951018
Movie 358,Drama,172216244,86251279,35.69,161,7.93,0,18.0,0.5008312630485658
Movie 359,Science Fiction,37481541,20398186,91.38,144,4.42,0,878.0,0.5442195132798836
Movie 360,Drama,67385640,135201396,34.64,142,6.97,1,18.0,2.0063829029449005
Movie 361,Horror,67880548,95847031,46.11,178,5.35,1,27.0,1.4119955395763746
Movie 362,Romance,79384476,116389716,68.13,114,5.21,1,10749.0,1.4661520975461249
Movie 363,Drama,126218996,241217467,54.76,110,7.14,1,18.0,1.9111027233967224
Movie 364,Action,43058334,42173749,35.34,107,5.32,0,28.0,0.9794561257293419
Movie 365,Adventure,113184418,116510724,44.13,80,5.08,1,12.0,1.0293883739367728
Movie 366,Comedy,184960251,316560203,79.65,104,8.02,1,35.0,1.7115039652492685
Movie 367,Thriller,174986784,417454397,28.53,122,3.61,1,53.0,2.38563386021198
Movie 368,Science Fiction,56174259,115086697,15.08,163,7.06,1,878.0,2.048744372400177
Movie 369,Action,191906558,238614238,32.0,146,4.49,1,28.0,1.2433876178426377
Movie 370,Horror,44369428,69919250,85.1,142,3.09,1,27.0,1.575842943028249
Movie 371,Romance,15650271,14502509,9.81,130,4.0,0,10749.0,0.92666184502492
Movie 372,Drama,166943254,114618987,99.18,81,6.64,0,18.0,0.6865745350812439
Movie 373,Action,80348896,197396354,54.56,161,7.25,1,28.0,2.456740090118973
Movie 374,Science Fiction,19992383,23260508,98.5,143,3.13,1,878.0,1.1634685069808837
Movie 375,Action,192094911,181417501,93.96,153,3.22,0,28.0,0.9444159663344751
Movie 376,Adventure,85574185,190748721,45.83,148,8.42,1,12.0,2.229045137853197
Movie 377,Romance,137206901,280605837,20.65,88,3.44,1,10749.0,2.0451291804921676
Movie 378,Animation,37635193,78393130,17.32,81,8.37,1,16.0,2.082974039750507
Movie 379,Thriller,33474983,35893099,24.76,113,4.37,1,53.0,1.0722365116660402
Movie 380,Thriller,34999533,37855979,71.3,139,7.44,1,53.0,1.0816138318188417
Movie 381,Horror,149934423,157731998,28.02,140,4.86,1,27.0,1.052006569565416
Movie 382,Adventure,92992689,86890647,34.8,110,8.15,0,12.0,0.9343814866994544
Movie 383,Action,199184878,426118038,45.43,89,7.2,1,28.0,2.139309179886638
Movie 384,Horror,199198934,521909117,91.41,155,5.41,1,27.0,2.620039708646232
Movie 385,Horror,65785345,152016359,19.75,115,3.46,1,27.0,2.310793672967741
Movie 386,Science Fiction,18882750,46833640,1.5,164,7.4,1,878.0,2.480234076074724
Movie 387,Romance,79725274,120544301,6.95,128,6.7,1,10749.0,1.5119960704054778
Movie 388,N/A,195521577,417475615,90.57,149,3.02,1,N/A,2.1351894834604366
Movie 389,Action,11192257,15507886,65.1,128,3.06,1,28.0,1.3855905917814433
Movie 390,Thriller,44167705,80109685,28.03,82,7.85,1,53.0,1.8137615481719052
Movie 391,Adventure,156348071,266430733,18.54,153,4.56,1,12.0,1.7040871134252753
Movie 392,Adventure,41869792,39450465,30.13,84,6.82,0,12.0,0.9422178404898691
Movie 393,Animation,50913224,74725181,12.36,169,5.73,1,16.0,1.4676968993360153
Movie 394,Animation,65356138,190157323,94.21,140,8.18,1,16.0,2.909555687026672
Movie 395,Comedy,92959541,104249537,78.64,164,8.5,1,35.0,1.1214506427048732
Movie 396,Horror,188225564,157075991,46.78,169,8.98,0,27.0,0.8345093390183705
Movie 397,Animation,193332313,298979055,86.63,105,3.92,1,16.0,1.5464515494624016
Movie 398,Science Fiction,27658609,68478410,25.7,151,8.18,1,878.0,2.475844320298248
Movie 399,Thriller,165241932,323109211,71.99,84,4.6,1,53.0,1.9553705714358265
Movie 400,Drama,83008891,182821858,85.76,94,6.54,1,18.0,2.2024370618323283
Movie 401,Romance,49715257,48434448,36.32,95,6.03,0,10749.0,0.9742371039135934
Movie 402,Thriller,23268806,47639866,75.99,80,3.11,1,53.0,2.0473704581146106
Movie 403,Horror,7512440,9831913,30.21,95,8.6,1,27.0,1.3087509517546896
Movie 404,Animation,13431395,34730342,30.59,116,3.47,1,16.0,2.585758366871051
Movie 405,Romance,30093907,62392102,11.6,82,7.13,1,10749.0,2.0732469865079333
Movie 406,Drama,108219264,107909832,44.57,131,7.71,0,18.0,0.9971406939156415
Movie 407,Action,37253447,24644708,73.24,126,7.77,0,28.0,0.6615416823039221
Movie 408,Thriller,63134783,38296487,94.08,174,3.81,0,53.0,0.6065830146276102
Movie 409,Animation,94560813,135082146,60.78,92,5.69,1,16.0,1.4285214108723874
Movie 410,Drama,197678031,230221338,86.45,159,7.98,1,18.0,1.1646278386898745
Movie 411,Adventure,65447435,138436070,82.43,134,4.82,1,12.0,2.1152252949256147
Movie 412,Romance,50895282,88981981,18.16,100,5.81,1,10749.0,1.7483345705796463
Movie 413,Thriller,110500886,128738857,49.1,145,4.64,1,53.0,1.1650481879394161
Movie 414,Animation,119613134,104433562,12.58,133,5.78,0,16.0,0.8730944379402349
Movie 415,Action,3503771,2866082,68.53,106,8.33,0,28.0,0.8179992356806424
Movie 416,Thriller,71286689,189740285,95.04,117,5.73,1,53.0,2.661650971052955
Movie 417,Romance,136213889,151019646,14.57,169,6.34,1,10749.0,1.1086949143636886
Movie 418,Horror,5183839,11037827,73.65,137,5.42,1,27.0,2.129276584400094
Movie 419,Romance,68775190,173775291,63.59,141,5.76,1,10749.0,2.526714808057964
Movie 420,Adventure,155370901,316211367,58.78,125,3.09,1,12.0,2.0352032778647526
Movie 421,Action,68227698,180729241,39.62,168,4.7,1,28.0,2.648913070465898
Movie 422,N/A,121680088,180206300,36.16,90,5.62,1,N/A,1.4809843004058314
Movie 423,Comedy,130027769,375852479,5.48,151,6.8,1,35.0,2.890555470501074
Movie 424,Drama,184157310,153377719,22.57,87,5.7,0,18.0,0.832862507602875
Movie 425,Horror,191442685,144610793,2.5,176,5.03,0,27.0,0.7553738237634935
Movie 426,N/A,157943484,339062073,58.56,150,5.33,1,N/A,2.146730364641064
Movie 427,Science Fiction,114531029,327224066,11.48,143,4.45,1,878.0,2.8570778491826876
Movie 428,Romance,122690425,309450851,87.43,100,8.55,1,10749.0,2.5222086483113904
Movie 429,Action,131997589,91215897,52.79,151,6.13,0,28.0,0.6910421447167493
Movie 430,Action,2079600,2492232,70.27,142,3.08,1,28.0,1.1984189267166763
Movie 431,Science Fiction,161409267,456109856,41.67,164,3.12,1,878.0,2.8257972077898104
Movie 432,Comedy,167793897,190051100,56.5,143,8.84,1,35.0,1.1326460818774595
Movie 433,Science Fiction,44381573,108864716,94.32,99,4.33,1,878.0,2.4529260375696915
Movie 434,Horror,160267818,410739250,9.19,87,7.83,1,27.0,2.562830486654532
Movie 435,Comedy,9849851,17125248,26.14,137,3.35,1,35.0,1.7386301579587347
Movie 436,Thriller,61779108,90560281,78.22,125,8.53,1,53.0,1.4658722654266876
Movie 437,Action,96534048,156897857,10.77,110,8.25,1,28.0,1.6253110715920667
Movie 438,Adventure,67009351,71526567,8.49,172,6.43,1,12.0,1.067411725864947
Movie 439,Action,86871668,236593014,36.79,88,3.05,1,28.0,2.723477279151587
Movie 440,Science Fiction,93526139,152124861,10.12,94,4.55,1,878.0,1.6265491404493881
Movie 441,Animation,122637867,331876292,58.92,173,5.44,1,16.0,2.706148599273991
Movie 442,Drama,120193195,91855690,23.4,105,5.76,0,18.0,0.7642336989211411
Movie 443,Comedy,85890726,255154564,89.67,89,4.79,1,35.0,2.970688174180761
Movie 444,Science Fiction,99129091,159417691,78.57,108,3.2,1,878.0,1.6081827180277484
Movie 445,Science Fiction,127800645,79182346,70.27,159,6.54,0,878.0,0.619577045170625
Movie 446,Drama,30549535,18178641,62.08,115,6.14,0,18.0,0.5950545892106051
Movie 447,Horror,135667123,320923040,86.48,163,4.7,1,27.0,2.3655181366232703
Movie 448,Drama,157138845,337469629,23.08,116,3.23,1,18.0,2.1475888345749263
Movie 449,N/A,175526510,439751198,87.44,165,8.97,1,N/A,2.5053263920076803
Movie 450,Action,52592034,40149749,79.16,150,5.89,0,28.0,0.7634188287906872
Movie 451,Romance,54386038,32029415,75.07,102,7.54,0,10749.0,0.5889271617836916
Movie 452,N/A,58351079,103365915,56.56,120,5.71,1,N/A,1.7714482194922223
Movie 453,Adventure,166748531,244951604,25.38,172,3.26,1,12.0,1.4689880776221051
Movie 454,Science Fiction,34266319,56706212,42.93,159,4.86,1,878.0,1.6548673348893996
Movie 455,Science Fiction,165720908,493677782,79.56,107,4.92,1,878.0,2.978971017947838
Movie 456,Horror,138597297,405656948,4.15,127,8.03,1,27.0,2.926874887033331
Movie 457,Thriller,71009467,202788017,78.42,117,6.93,1,53.0,2.8557884683178933
Movie 458,Science Fiction,117372585,288690395,24.77,110,4.65,1,878.0,2.4596066875412177
Movie 459,Animation,45910237,63682245,15.29,93,8.81,1,16.0,1.3871033817577547
Movie 460,Adventure,177383634,271455022,12.45,176,4.93,1,12.0,1.5303273243347806
Movie 461,N/A,195073232,365575061,3.7,152,8.99,1,N/A,1.8740401092037067
Movie 462,Romance,103310007,266161304,52.84,170,8.98,1,10749.0,2.5763361336332116
Movie 463,Comedy,90473854,60778713,22.61,167,4.15,0,35.0,0.671782070873205
Movie 464,Adventure,7319707,11424175,98.95,156,4.88,1,12.0,1.5607421171366558
Movie 465,Romance,69532150,49127534,57.87,169,5.92,0,10749.0,0.7065441525970361
Movie 466,Science Fiction,4695961,8390010,14.65,108,6.98,1,878.0,1.7866438839675203
Movie 467,Thriller,109880612,301869737,69.19,130,6.17,1,53.0,2.7472520538928196
Movie 468,Adventure,109011636,267755722,89.88,128,8.82,1,12.0,2.4562123074641318
Movie 469,Romance,79911293,85473601,74.77,122,7.34,1,10749.0,1.0696060317782619
Movie 470,Action,101846358,299425962,8.57,171,4.27,1,28.0,2.9399771172966243
Movie 471,Thriller,37396424,81089508,89.69,171,3.63,1,53.0,2.1683759923141315
Movie 472,Horror,5294539,2785294,79.6,151,7.13,0,27.0,0.5260692196242204
Movie 473,Action,146826804,167167266,16.67,166,3.95,1,28.0,1.1385337107794025
Movie 474,Comedy,173716665,200083944,6.13,172,7.73,1,35.0,1.151783244284594
Movie 475,N/A,136021056,91560637,56.17,84,4.87,0,N/A,0.6731357606869336
Movie 476,Science Fiction,21840174,63327032,16.45,121,4.96,1,878.0,2.8995662763492636
Movie 477,Action,2043233,3464584,83.62,86,3.06,1,28.0,1.695638236069993
Movie 478,Comedy,135747253,371884553,36.48,121,7.21,1,35.0,2.7395364899207206
Movie 479,Thriller,117376111,153239062,91.38,115,3.68,1,53.0,1.3055387565192034
Movie 480,Thriller,152171559,123728248,57.0,106,7.64,0,53.0,0.8130839219436531
Movie 481,Adventure,129565108,218426077,19.08,137,5.95,1,12.0,1.6858402726758812
Movie 482,Animation,57996736,45521150,14.82,125,7.71,0,16.0,0.7848915842436375
Movie 483,Comedy,75583311,129628307,58.07,145,6.5,1,35.0,1.7150387471117798
Movie 484,Adventure,72709884,203641695,76.43,104,3.49,1,12.0,2.8007429498856027
Movie 485,Science Fiction,138917119,250317584,78.37,152,7.59,1,878.0,1.8019203522353497
Movie 486,N/A,183704988,374987681,28.3,106,3.42,1,N/A,2.0412493154513585
Movie 487,Thriller,192555830,171682025,21.22,80,5.87,0,53.0,0.8915960893004382
Movie 488,Animation,16192217,9866550,2.66,166,4.03,0,16.0,0.6093390423312632
Movie 489,Action,187713743,145857314,68.24,153,7.51,0,28.0,0.777019900988283
Movie 490,Science Fiction,145510386,290486594,8.58,121,8.47,1,878.0,1.9963289355853953
Movie 491,Drama,34698788,25591371,42.66,131,6.32,0,18.0,0.7375292474192471
Movie 492,Comedy,62819576,90459072,60.57,104,6.16,1,35.0,1.4399822119143242
Movie 493,N/A,127184732,238500606,93.77,133,7.58,1,N/A,1.8752298507025198
Movie 494,Science Fiction,126838555,186659675,31.87,146,3.03,1,878.0,1.4716319891849918
Movie 495,Comedy,198579844,180550681,25.73,85,8.51,0,35.0,0.9092095016450914
Movie 496,Adventure,136965742,162232944,65.76,137,4.18,1,12.0,1.1844782617247458
Movie 497,Action,175928880,496259099,62.3,149,8.9,1,28.0,2.82079382873352
Movie 498,Horror,185514285,406268063,33.88,132,7.42,1,27.0,2.189955684544724
Movie 499,Romance,181433853,315716603,92.88,145,7.65,1,10749.0,1.7401195960932385
Movie 500,Romance,70397491,37436486,84.64,137,6.94,0,10749.0,0.5317872195189456
Movie 501,Horror,158512907,472533078,23.17,161,5.83,1,27.0,2.98103849675787
Movie 502,Thriller,74706383,162758115,24.68,166,6.43,1,53.0,2.178637332769812
Movie 503,Science Fiction,152759065,197411485,51.72,81,3.28,1,878.0,1.2923061881794053
Movie 504,Horror,58399769,157572601,77.58,155,6.74,1,27.0,2.6981716485899114
Movie 505,Science Fiction,155497574,178212512,5.36,101,6.76,1,878.0,1.1460790507252545
Movie 506,Horror,146188451,271916578,69.64,116,8.35,1,27.0,1.860041447460169
Movie 507,Horror,117710653,246036088,65.18,99,6.03,1,27.0,2.090176901830627
Movie 508,Adventure,107402148,113057776,23.92,103,3.46,1,12.0,1.0526584254162217
Movie 509,Adventure,101952086,300350151,68.45,163,4.84,1,12.0,2.945993189388984
Movie 510,Action,51018037,120937224,94.08,144,6.93,1,28.0,2.3704797579726558
Movie 511,N/A,44351876,84026095,5.63,144,4.44,1,N/A,1.8945330519953654
Movie 512,Thriller,51166883,48684598,32.65,160,4.68,0,53.0,0.9514864917606961
Movie 513,Horror,195579233,124123483,44.38,80,7.92,0,27.0,0.6346455147413325
Movie 514,Comedy,47787763,62131240,90.03,173,6.51,1,35.0,1.3001495801341443
Movie 515,Adventure,66732489,159021408,96.26,82,6.05,1,12.0,2.3829683319619623
Movie 516,Animation,4693305,5506787,44.97,125,4.91,1,16.0,1.1733281770522053
Movie 517,Drama,14470137,26753699,75.25,134,7.39,1,18.0,1.848890511541114
Movie 518,N/A,5466271,12681026,53.63,154,4.73,1,N/A,2.3198677855525274
Movie 519,Comedy,189934912,146223155,54.24,167,7.42,0,35.0,0.7698592821102842
Movie 520,Thriller,170124855,376527991,28.53,165,3.42,1,53.0,2.2132450370053216
Movie 521,Drama,145713028,106323477,22.48,143,8.19,0,18.0,0.7296772187041505
Movie 522,Drama,163927107,477490869,29.51,124,6.0,1,18.0,2.9128243506426306
Movie 523,Horror,35654999,61361730,56.08,105,5.63,1,27.0,1.7209853238251387
Movie 524,Science Fiction,28451727,24943352,3.89,156,6.67,0,878.0,0.8766902620709105
Movie 525,Science Fiction,75815222,102802339,90.82,144,6.75,1,878.0,1.3559590843115912
Movie 526,Thriller,29997889,46002996,16.47,103,3.79,1,53.0,1.5335411101761194
Movie 527,N/A,114865200,275155282,22.79,153,7.54,1,N/A,2.395462524768163
Movie 528,N/A,100967871,238138727,52.31,114,4.66,1,N/A,2.358559456997959
Movie 529,Drama,49978079,101448066,71.3,103,8.43,1,18.0,2.029851247383878
Movie 530,Horror,12726298,9733413,10.48,107,7.91,0,27.0,0.7648267390878322
Movie 531,N/A,56723671,49855763,32.45,179,5.08,0,N/A,0.8789234215817943
Movie 532,Animation,57564401,42274852,96.9,159,7.85,0,16.0,0.7343922852597736
Movie 533,Comedy,47673570,92626502,26.97,95,5.14,1,35.0,1.9429319432129795
Movie 534,Romance,79547323,214208698,31.99,138,3.61,1,10749.0,2.6928460936391283
Movie 535,Science Fiction,16033888,25405716,83.81,160,8.77,1,878.0,1.5845012762968034
Movie 536,N/A,90132960,81310785,5.97,133,6.92,0,N/A,0.902120434078721
Movie 537,Action,196922610,373189182,47.0,158,5.74,1,28.0,1.8951058083172876
Movie 538,Action,35958762,90953392,38.58,95,5.39,1,28.0,2.5293805164927536
Movie 539,Science Fiction,18028708,42444629,32.34,94,4.95,1,878.0,2.3542801292250117
Movie 540,Action,5035851,13615062,29.28,177,8.89,1,28.0,2.703626854726242
Movie 541,Adventure,48685442,58167187,10.05,90,3.81,1,12.0,1.194755241207423
Movie 542,Adventure,35045504,34515779,32.17,144,4.89,0,12.0,0.984884651680284
Movie 543,Action,102750176,277378334,5.26,158,5.91,1,28.0,2.699541205652047
Movie 544,Adventure,114751207,246015202,78.32,169,5.87,1,12.0,2.1439007783159965
Movie 545,Adventure,131355017,167782695,40.42,147,5.83,1,12.0,1.2773223195578438
Movie 546,Science Fiction,83396202,196470620,44.95,122,4.05,1,878.0,2.3558701150443278
Movie 547,Adventure,36610155,92909103,89.47,148,3.87,1,12.0,2.537795947599785
Movie 548,Animation,103912284,211715625,66.15,178,4.53,1,16.0,2.037445592091884
Movie 549,Science Fiction,30469068,67632503,1.8,92,8.49,1,878.0,2.2197102648495846
Movie 550,Action,117346891,168762403,94.37,89,3.68,1,28.0,1.438149758905841
Movie 551,Romance,165402782,305455796,24.48,154,7.54,1,10749.0,1.8467391679058942
Movie 552,Thriller,10702701,19376147,11.65,161,7.55,1,53.0,1.8103978612501648
Movie 553,Action,79262145,207676289,77.04,177,7.86,1,28.0,2.6201194656036626
Movie 554,Horror,168345404,437682891,50.55,120,8.32,1,27.0,2.5999099506155807
Movie 555,Action,138193970,356775534,43.94,129,4.58,1,28.0,2.5817011697398953
Movie 556,Thriller,104312086,55032869,25.7,166,4.35,0,53.0,0.527579028570093
Movie 557,Action,38317456,90960418,55.2,150,5.79,1,28.0,2.3738637032688183
Movie 558,Romance,132952729,318646605,28.16,138,4.59,1,10749.0,2.3966909697656527
Movie 559,Animation,28812615,63270977,90.26,118,7.41,1,16.0,2.195947053052977
Movie 560,Romance,45653148,109141229,22.31,82,6.82,1,10749.0,2.390661625349472
Movie 561,Comedy,140050905,364822233,88.55,155,8.25,1,35.0,2.604925923184859
Movie 562,Horror,100952217,169175486,56.38,86,3.5,1,27.0,1.6757976300807738
Movie 563,Drama,121794109,213763950,83.02,128,8.49,1,18.0,1.755125529100919
Movie 564,Comedy,9454561,7675072,71.57,105,4.76,0,35.0,0.811785126776378
Movie 565,Animation,46932658,68683115,69.97,112,5.94,1,16.0,1.4634397011991096
Movie 566,N/A,137815208,290571369,33.11,127,5.63,1,N/A,2.10841294815591
Movie 567,Horror,24151417,59195109,24.16,158,7.56,1,27.0,2.450999417549703
Movie 568,Action,40673332,42423210,21.88,81,5.52,1,28.0,1.0430227353883867
Movie 569,Action,154917041,130836309,85.86,150,8.66,0,28.0,0.8445572427374209
Movie 570,Horror,17934380,38695308,82.22,111,8.42,1,27.0,2.157605002235929
Movie 571,Science Fiction,11617244,5863219,44.62,83,8.23,0,878.0,0.5046996516557628
Movie 572,Romance,169303991,160149971,14.11,99,3.43,0,10749.0,0.9459314576937528
Movie 573,Science Fiction,185451800,106204249,38.84,115,8.13,0,878.0,0.5726784479848672
Movie 574,Drama,130195004,119416523,62.32,111,7.69,0,18.0,0.9172127910530269
Movie 575,Comedy,138587448,132115164,45.99,107,3.62,0,35.0,0.9532981947975548
Movie 576,Thriller,3640328,5348311,78.24,156,3.64,1,53.0,1.4691838207985655
Movie 577,Horror,26856919,40441626,99.76,80,3.61,1,27.0,1.5058177745555996
Movie 578,Animation,58658082,157535440,19.92,139,3.07,1,16.0,2.6856561726651753
Movie 579,Drama,190613154,338390629,46.51,135,6.29,1,18.0,1.775274276191873
Movie 580,Adventure,162566703,375287170,43.67,114,8.84,1,12.0,2.308511909723604
Movie 581,Comedy,12552291,9544051,31.14,109,5.63,0,35.0,0.7603433508671843
Movie 582,N/A,1070640,1138729,20.61,133,6.24,1,N/A,1.0635965403870582
Movie 583,Thriller,114442790,258338416,7.5,115,8.81,1,53.0,2.2573585981257533
Movie 584,Romance,78498463,49611805,88.82,134,4.53,0,10749.0,0.6320098904356891
Movie 585,Comedy,122562775,210378286,42.57,168,8.15,1,35.0,1.716494147590898
Movie 586,Animation,198193764,396074860,50.19,159,6.28,1,16.0,1.9984224125235344
Movie 587,Animation,4741196,9507824,91.78,137,6.42,1,16.0,2.0053640473838246
Movie 588,Adventure,20511512,11431722,77.85,162,5.06,0,12.0,0.5573319997082614
Movie 589,Animation,175478184,229046411,13.92,144,6.37,1,16.0,1.3052700100885475
Movie 590,Comedy,12720477,26601400,56.98,148,3.44,1,35.0,2.091226610448649
Movie 591,Animation,119338832,104123052,44.78,130,7.59,0,16.0,0.8724993386896899
Movie 592,Comedy,148435376,332278396,79.92,101,4.71,1,35.0,2.238539120216194
Movie 593,N/A,23558781,55712112,72.7,167,8.33,1,N/A,2.364813018126872
Movie 594,Drama,60946863,180093285,69.35,132,5.21,1,18.0,2.9549229629751412
Movie 595,Adventure,63784216,65353625,34.71,179,3.86,1,12.0,1.024604974371716
Movie 596,Comedy,33425301,85663252,80.69,115,7.18,1,35.0,2.562826644403292
Movie 597,Horror,89146618,160530009,6.19,147,3.99,1,27.0,1.8007414369886696
Movie 598,Romance,161996370,232247147,16.8,115,7.52,1,10749.0,1.433656488722556
Movie 599,Adventure,61995760,49964980,34.23,131,8.81,0,12.0,0.8059418902195892
Movie 600,Drama,47547339,111202005,8.6,132,7.68,1,18.0,2.3387640052790335
Movie 601,N/A,91372540,99563539,24.26,161,3.13,1,N/A,1.0896439893210805
Movie 602,Drama,131489576,187840091,83.18,129,6.6,1,18.0,1.4285549981543784
Movie 603,N/A,149791186,98316278,94.88,159,7.17,0,N/A,0.6563555615348422
Movie 604,Adventure,124637835,312020511,31.16,120,7.95,1,12.0,2.5034172889797066
Movie 605,Horror,183128904,442525742,27.19,97,3.34,1,27.0,2.416471307008969
Movie 606,N/A,30264326,70638134,28.71,101,5.88,1,N/A,2.334039555349754
Movie 607,Action,83896667,104754114,28.49,145,6.21,1,28.0,1.2486087677356719
Movie 608,Comedy,54953229,51309840,4.56,100,4.01,0,35.0,0.9337001834778444
Movie 609,Thriller,57294783,119968581,92.76,179,4.93,1,53.0,2.0938831551207726
Movie 610,Thriller,194363507,338273349,22.16,123,5.64,1,53.0,1.7404159567876083
Movie 611,Comedy,47977874,45369372,42.58,126,8.0,0,35.0,0.9456311465572651
Movie 612,Drama,30365614,67253099,1.96,118,8.58,1,18.0,2.214778169807467
Movie 613,Adventure,90268367,268802594,85.94,108,6.77,1,12.0,2.977816071492686
Movie 614,N/A,48010676,113691631,73.38,133,5.37,1,N/A,2.368048952278864
Movie 615,Drama,126430852,297108199,94.73,169,4.52,1,18.0,2.349965964003786
Movie 616,Thriller,186588834,536588788,78.38,164,8.89,1,53.0,2.875781880924343
Movie 617,Adventure,172544971,173811609,32.06,96,8.9,1,12.0,1.007340915198276
Movie 618,Action,70426200,134786937,25.54,159,8.55,1,28.0,1.9138749073498216
Movie 619,Adventure,109352980,322494709,70.07,139,7.71,1,12.0,2.949116786757892
Movie 620,Horror,11198499,10226864,37.05,110,4.95,0,27.0,0.9132352469737239
Movie 621,Action,38342772,86295389,57.06,152,7.9,1,28.0,2.250629897076821
Movie 622,Romance,179580630,352790702,1.62,174,5.45,1,10749.0,1.9645253611149487
Movie 623,Romance,135415503,266253654,7.13,157,4.96,1,10749.0,1.9661977255292549
Movie 624,Adventure,171158648,384110227,54.0,128,7.47,1,12.0,2.244176566526747
Movie 625,Comedy,124291756,351005177,57.04,81,3.48,1,35.0,2.8240423041412335
Movie 626,Horror,158832377,390164562,75.39,127,3.29,1,27.0,2.456454844845645
Movie 627,Action,18310852,11725175,14.06,93,5.69,0,28.0,0.6403402201055418
Movie 628,N/A,55564054,146234591,51.81,138,5.67,1,N/A,2.631820043224348
Movie 629,Animation,198206748,210862907,20.25,176,8.37,1,16.0,1.0638533204732263
Movie 630,Action,165991210,239406700,10.23,178,3.76,1,28.0,1.4422854077634593
Movie 631,Action,79733130,131905071,41.64,137,3.74,1,28.0,1.6543320323684771
Movie 632,Horror,134796590,229459517,17.17,137,3.88,1,27.0,1.7022649979498738
Movie 633,Science Fiction,78273675,124294760,22.96,130,3.18,1,878.0,1.5879509937408713
Movie 634,Horror,3276360,9315947,32.44,163,3.43,1,27.0,2.8433832057527257
Movie 635,Science Fiction,50437769,114243943,26.68,81,6.96,1,878.0,2.2650475083463744
Movie 636,Animation,106071545,220408886,9.67,120,5.59,1,16.0,2.0779266107606897
Movie 637,Animation,166883132,104236050,9.9,162,7.58,0,16.0,0.6246050679346071
Movie 638,Comedy,112586533,310714436,20.13,161,8.96,1,35.0,2.759783321509687
Movie 639,Horror,93800518,260153436,6.01,95,6.95,1,27.0,2.7734754727047455
Movie 640,Action,58849484,144212582,63.02,83,3.3,1,28.0,2.4505326503797384
Movie 641,Science Fiction,151652071,78491018,29.45,91,3.63,0,878.0,0.5175730043277813
Movie 642,Romance,45079273,28995016,28.69,108,8.29,0,10749.0,0.6432006123967439
